video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
CsRF3qYnSLI,"['Canidae, dogs, wolves', 'Howl']","Domestic animals, pets",0.8199738,Dog,0.813691,Animal,0.8070016,Howl,0.72733825,"Canidae, dogs, wolves",0.4249584
ymuNh7Cwhrs,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Inside, small room']",Silence,0.34248355,Animal,0.22191796,"Domestic animals, pets",0.21297796,Dog,0.1754317,"Crying, sobbing",0.0839636
XGAy4KObjNE,['Howl'],Animal,0.3761832,"Domestic animals, pets",0.35792327,Dog,0.35337144,Howl,0.35017163,"Canidae, dogs, wolves",0.22130203
Ik2nR__c03E,['Howl'],"Domestic animals, pets",0.87516135,Dog,0.8693676,Animal,0.8545033,Howl,0.506989,"Canidae, dogs, wolves",0.35288328
MAhYAMZ50VI,"['Music', 'Howl', 'Speech', 'Animal', 'Inside, large room or hall']",Speech,0.3528368,"Domestic animals, pets",0.18337557,Animal,0.17410405,Dog,0.10104166,Cat,0.08729398
Nluf6HIYXXQ,"['Canidae, dogs, wolves', 'Howl', 'Animal']",Alarm,0.24717987,Siren,0.19064566,Whistle,0.1179349,Civil defense siren,0.08828153,Animal,0.07545698
3LvZUtupOCs,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.43157965,"Livestock, farm animals, working animals",0.22364616,Fowl,0.21818829,"Chicken, rooster",0.20549795,"Domestic animals, pets",0.19911218
CAbXVOWLYps,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.48951522,"Domestic animals, pets",0.38780016,Dog,0.32666916,"Canidae, dogs, wolves",0.1582444,Whimper (dog),0.10907179
IBGfcPIw-KY,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.57518,"Domestic animals, pets",0.5712599,Dog,0.56703407,Bow-wow,0.23733965,Yip,0.2291396
WFJ96PH4rvo,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Dog,0.24436614,"Domestic animals, pets",0.23266539,Animal,0.22410388,Howl,0.18287794,"Inside, small room",0.16116351
kQQrsmLvoCE,"['Canidae, dogs, wolves', 'Music', 'Domestic animals, pets', 'Howl', 'Yip', 'Dog', 'Animal', 'Inside, small room']",Music,0.57834756,"Domestic animals, pets",0.13784413,Animal,0.13782254,Dog,0.13562985,Howl,0.08719674
ASUgGJpwlMs,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Music,0.31408158,Silence,0.14761792,Singing bowl,0.10200849,Howl,0.091638,Humming,0.06768577
BQPk4cmN__4,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Animal,0.7444695,"Domestic animals, pets",0.7186894,Dog,0.6929608,Bark,0.36853004,Yip,0.20452456
kQQrsmLvoCE,"['Canidae, dogs, wolves', 'Music', 'Domestic animals, pets', 'Howl', 'Yip', 'Dog', 'Animal', 'Inside, small room']",Music,0.57834756,"Domestic animals, pets",0.13784413,Animal,0.13782254,Dog,0.13562985,Howl,0.08719674
3IdazIWh2Ew,['Howl'],Howl,0.4052721,Animal,0.40454292,"Domestic animals, pets",0.39778,Dog,0.39681178,"Canidae, dogs, wolves",0.22513497
N6e5C5sXdBI,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.8968264,"Domestic animals, pets",0.55260295,Dog,0.32728654,Fowl,0.2771182,"Chicken, rooster",0.2510892
MAhYAMZ50VI,"['Music', 'Howl', 'Speech', 'Animal', 'Inside, large room or hall']",Speech,0.3528368,"Domestic animals, pets",0.18337557,Animal,0.17410405,Dog,0.10104166,Cat,0.08729398
L28CnhmeAD4,"['Canidae, dogs, wolves', 'Howl', 'Dog', 'Animal']",Animal,0.5097928,Howl,0.4281972,Siren,0.34405366,Alarm,0.30105296,"Canidae, dogs, wolves",0.27549595
dvzwRooVGJI,['Howl'],Pour,0.18188849,"Trickle, dribble",0.16128108,Liquid,0.16024779,Water,0.10993087,Music,0.104398966
Ee4EHJ_4mqI,"['Canidae, dogs, wolves', 'Howl', 'Speech']",Speech,0.7312598,Music,0.23308864,Mallet percussion,0.007555476,"Marimba, xylophone",0.005868161,Doorbell,0.0051031928
ymuNh7Cwhrs,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Inside, small room']",Silence,0.34248355,Animal,0.22191796,"Domestic animals, pets",0.21297796,Dog,0.1754317,"Crying, sobbing",0.0839636
PRU9zAtcQDs,['Howl'],Siren,0.27418032,Alarm,0.26625836,Animal,0.26117268,Howl,0.24758896,"Domestic animals, pets",0.17622326
BFEeNJkKx6g,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Growling', 'Animal']",Animal,0.9564351,Dog,0.92458785,"Domestic animals, pets",0.9141833,Howl,0.85741055,"Canidae, dogs, wolves",0.48339462
6mEVsmeDknA,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.45721927,"Livestock, farm animals, working animals",0.22933897,Fowl,0.18224314,"Chicken, rooster",0.17038518,Cat,0.12098954
L28CnhmeAD4,"['Canidae, dogs, wolves', 'Howl', 'Dog', 'Animal']",Animal,0.5097928,Howl,0.4281972,Siren,0.34405366,Alarm,0.30105296,"Canidae, dogs, wolves",0.27549595
yhA_TTKetyM,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.6644741,"Domestic animals, pets",0.620535,Dog,0.60248685,Howl,0.5467242,"Canidae, dogs, wolves",0.389232
N6e5C5sXdBI,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.8968264,"Domestic animals, pets",0.55260295,Dog,0.32728654,Fowl,0.2771182,"Chicken, rooster",0.2510892
0F04c_rY4aw,['Howl'],Dog,0.549076,"Domestic animals, pets",0.54248583,Animal,0.5111344,Howl,0.42631078,"Canidae, dogs, wolves",0.3023305
0F04c_rY4aw,['Howl'],Dog,0.549076,"Domestic animals, pets",0.54248583,Animal,0.5111344,Howl,0.42631078,"Canidae, dogs, wolves",0.3023305
Z11Dd4oe9So,"['Canidae, dogs, wolves', 'Howl', 'Animal']",Music,0.117427126,Howl,0.065743886,Animal,0.051498473,Alarm,0.036874603,Wild animals,0.036541805
Ee4EHJ_4mqI,"['Canidae, dogs, wolves', 'Howl', 'Speech']",Speech,0.7312598,Music,0.23308864,Mallet percussion,0.007555476,"Marimba, xylophone",0.005868161,Doorbell,0.0051031928
wYNKH0Ou9vM,"['Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Speech,0.33804467,Animal,0.21342316,"Domestic animals, pets",0.20090775,Dog,0.19040252,Howl,0.0929227
IcHFJykCIro,"['Howl', 'Bow-wow']","Domestic animals, pets",0.27482373,Dog,0.2729795,Animal,0.26800287,Howl,0.1922433,Yip,0.122924365
JpOT3z8wZlc,"['Howl', 'Speech', 'Traffic noise, roadway noise']",Speech,0.26559955,Vehicle,0.24939749,Motor vehicle (road),0.103575505,Car,0.07592655,"Outside, urban or manmade",0.06899531
rmQhPCwioJw,"['Canidae, dogs, wolves', 'Music', 'Howl', 'Speech', 'Animal', 'Outside, rural or natural']",Speech,0.45181012,Music,0.28989747,Animal,0.20772421,"Domestic animals, pets",0.20224026,Dog,0.20202938
PRU9zAtcQDs,['Howl'],Siren,0.27418032,Alarm,0.26625836,Animal,0.26117268,Howl,0.24758896,"Domestic animals, pets",0.17622326
gCHF0oBPZv8,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Alarm,0.18898115,Fire alarm,0.14149213,Speech,0.13114306,Dog,0.09892298,"Domestic animals, pets",0.09427543
wILfzGo6uV0,"['Howl', 'Animal']",Music,0.16648737,Animal,0.09667759,Mallet percussion,0.075303316,Glockenspiel,0.06929847,Alarm,0.06884617
BQPk4cmN__4,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Animal,0.7444695,"Domestic animals, pets",0.7186894,Dog,0.6929608,Bark,0.36853004,Yip,0.20452456
gCHF0oBPZv8,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Alarm,0.18898115,Fire alarm,0.14149213,Speech,0.13114306,Dog,0.09892298,"Domestic animals, pets",0.09427543
wILfzGo6uV0,"['Howl', 'Animal']",Music,0.16648737,Animal,0.09667759,Mallet percussion,0.075303316,Glockenspiel,0.06929847,Alarm,0.06884617
MUJmWnjGEBk,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal', 'Inside, small room']",Speech,0.5429565,Animal,0.27938113,"Domestic animals, pets",0.23638959,Dog,0.19395182,Howl,0.13314356
MAhYAMZ50VI,"['Music', 'Howl', 'Speech', 'Animal', 'Inside, large room or hall']",Speech,0.3528368,"Domestic animals, pets",0.18337557,Animal,0.17410405,Dog,0.10104166,Cat,0.08729398
6GjsjhAbXRo,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Howl,0.5699138,Animal,0.56976664,Dog,0.56776804,"Domestic animals, pets",0.5538398,"Canidae, dogs, wolves",0.33208933
o6MKemr9e4Y,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Speech,0.2721017,Howl,0.114122495,"Domestic animals, pets",0.0941637,Dog,0.093223855,Animal,0.0731261
IcHFJykCIro,"['Howl', 'Bow-wow']","Domestic animals, pets",0.27482373,Dog,0.2729795,Animal,0.26800287,Howl,0.1922433,Yip,0.122924365
7AhpZQt1Ml0,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.57569236,"Domestic animals, pets",0.5588798,Dog,0.5269144,Bark,0.20918258,"Canidae, dogs, wolves",0.11788283
2rW2I6KmWhw,"['Music', 'Domestic animals, pets', 'Howl', 'Yip', 'Dog', 'Animal', 'Whimper (dog)']",Music,0.65401137,Singing,0.05479451,Opera,0.036359105,Classical music,0.02365105,Whimper,0.023167765
MAhYAMZ50VI,"['Music', 'Howl', 'Speech', 'Animal', 'Inside, large room or hall']",Speech,0.3528368,"Domestic animals, pets",0.18337557,Animal,0.17410405,Dog,0.10104166,Cat,0.08729398
3LvZUtupOCs,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Yip', 'Speech', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.43157965,"Livestock, farm animals, working animals",0.22364616,Fowl,0.21818829,"Chicken, rooster",0.20549795,"Domestic animals, pets",0.19911218
yhA_TTKetyM,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.6644741,"Domestic animals, pets",0.620535,Dog,0.60248685,Howl,0.5467242,"Canidae, dogs, wolves",0.389232
CsRF3qYnSLI,"['Canidae, dogs, wolves', 'Howl']","Domestic animals, pets",0.8199738,Dog,0.813691,Animal,0.8070016,Howl,0.72733825,"Canidae, dogs, wolves",0.4249584
6A9tDfvsZC0,"['Music', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Music,0.6637174,Harmonica,0.35393417,Musical instrument,0.2826754,"Wind instrument, woodwind instrument",0.24765301,Accordion,0.11340622
SW0qQMAZKfo,"['Canidae, dogs, wolves', 'Howl', 'Bow-wow', 'Groan', 'Dog']",Animal,0.5779605,Dog,0.5627977,"Domestic animals, pets",0.557179,"Canidae, dogs, wolves",0.23552556,Howl,0.2266149
IBGfcPIw-KY,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.57518,"Domestic animals, pets",0.5712599,Dog,0.56703407,Bow-wow,0.23733965,Yip,0.2291396
N6e5C5sXdBI,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.8968264,"Domestic animals, pets",0.55260295,Dog,0.32728654,Fowl,0.2771182,"Chicken, rooster",0.2510892
6mEVsmeDknA,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.45721927,"Livestock, farm animals, working animals",0.22933897,Fowl,0.18224314,"Chicken, rooster",0.17038518,Cat,0.12098954
MAhYAMZ50VI,"['Music', 'Howl', 'Speech', 'Animal', 'Inside, large room or hall']",Speech,0.3528368,"Domestic animals, pets",0.18337557,Animal,0.17410405,Dog,0.10104166,Cat,0.08729398
Ik2nR__c03E,['Howl'],"Domestic animals, pets",0.87516135,Dog,0.8693676,Animal,0.8545033,Howl,0.506989,"Canidae, dogs, wolves",0.35288328
N6e5C5sXdBI,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.8968264,"Domestic animals, pets",0.55260295,Dog,0.32728654,Fowl,0.2771182,"Chicken, rooster",0.2510892
FIktp5ggvX4,"['Laughter', 'Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Giggle', 'Bow-wow', 'Speech', 'Dog', 'Animal']","Domestic animals, pets",0.39707455,Animal,0.34963116,Dog,0.34138113,Speech,0.19225928,Howl,0.12063333
MRnpKEhDQNE,"['Wild animals', 'Howl', 'Animal']",Siren,0.21447906,Alarm,0.19235688,Singing bowl,0.15405473,Music,0.13447702,Civil defense siren,0.102581166
wYNKH0Ou9vM,"['Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Speech,0.33804467,Animal,0.21342316,"Domestic animals, pets",0.20090775,Dog,0.19040252,Howl,0.0929227
IqnDeca2-Zw,"['Music', 'Howl', 'Speech']",Speech,0.5755375,"Domestic animals, pets",0.057443637,Animal,0.056477267,Dog,0.05341346,Music,0.03947378
dvzwRooVGJI,['Howl'],Pour,0.18188849,"Trickle, dribble",0.16128108,Liquid,0.16024779,Water,0.10993087,Music,0.104398966
MAhYAMZ50VI,"['Music', 'Howl', 'Speech', 'Animal', 'Inside, large room or hall']",Speech,0.3528368,"Domestic animals, pets",0.18337557,Animal,0.17410405,Dog,0.10104166,Cat,0.08729398
Z11Dd4oe9So,"['Canidae, dogs, wolves', 'Howl', 'Animal']",Music,0.117427126,Howl,0.065743886,Animal,0.051498473,Alarm,0.036874603,Wild animals,0.036541805
F2FjmfvmRa0,"['Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Animal,0.9007438,Dog,0.85202044,"Domestic animals, pets",0.85106754,Howl,0.7571733,"Canidae, dogs, wolves",0.485988
Mr2kGT6i7e4,"['Canidae, dogs, wolves', 'Music', 'Domestic animals, pets', 'Howl', 'Speech', 'Dog', 'Animal']",Speech,0.4367639,Animal,0.09715953,"Domestic animals, pets",0.09503986,Dog,0.0920025,Howl,0.079511605
Yx396qvohX8,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Dog,0.9081542,"Domestic animals, pets",0.9066831,Animal,0.8952676,Howl,0.60033846,"Canidae, dogs, wolves",0.39799663
7AhpZQt1Ml0,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.57569236,"Domestic animals, pets",0.5588798,Dog,0.5269144,Bark,0.20918258,"Canidae, dogs, wolves",0.11788283
FIktp5ggvX4,"['Laughter', 'Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Giggle', 'Bow-wow', 'Speech', 'Dog', 'Animal']","Domestic animals, pets",0.39707455,Animal,0.34963116,Dog,0.34138113,Speech,0.19225928,Howl,0.12063333
qpNx57h9Ngw,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.5500797,"Domestic animals, pets",0.525473,Dog,0.48911586,Howl,0.38982493,"Canidae, dogs, wolves",0.2678985
0F04c_rY4aw,['Howl'],Dog,0.549076,"Domestic animals, pets",0.54248583,Animal,0.5111344,Howl,0.42631078,"Canidae, dogs, wolves",0.3023305
rmQhPCwioJw,"['Canidae, dogs, wolves', 'Music', 'Howl', 'Speech', 'Animal', 'Outside, rural or natural']",Speech,0.45181012,Music,0.28989747,Animal,0.20772421,"Domestic animals, pets",0.20224026,Dog,0.20202938
Yx396qvohX8,"['Canidae, dogs, wolves', 'Bark', 'Domestic animals, pets', 'Howl', 'Bow-wow', 'Dog', 'Animal']",Dog,0.9081542,"Domestic animals, pets",0.9066831,Animal,0.8952676,Howl,0.60033846,"Canidae, dogs, wolves",0.39799663
bltHehYBdy8,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Alarm,0.21604724,Siren,0.21366897,"Crying, sobbing",0.15251124,Whimper,0.13100943,Police car (siren),0.122355774
5mHtxFuikDs,"['Horse', 'Run', 'Clip-clop', 'Speech', 'Animal']",Door,0.081964836,Speech,0.081010215,Animal,0.079087645,Dog,0.07603451,"Domestic animals, pets",0.07598216
gWgWw9oYDcw,"['Horse', 'Neigh, whinny', 'Speech', 'Animal']",Animal,0.4797953,Speech,0.27555987,"Livestock, farm animals, working animals",0.26006186,Horse,0.23965661,Dog,0.22794376
HxrZDr0Vm5A,"['Horse', 'Speech', 'Animal']",Speech,0.5332823,Animal,0.16645539,"Livestock, farm animals, working animals",0.10800336,Clip-clop,0.103974484,Horse,0.10004665
f-DZlg2DFWE,"['Horse', 'Music', 'Neigh, whinny', 'Hip hop music', 'Animal']",Music,0.5688452,"Neigh, whinny",0.28211302,Horse,0.27780312,Animal,0.2699884,"Livestock, farm animals, working animals",0.2502302
IlrFGNeZQdo,"['Horse', 'Music', 'Speech']",Speech,0.40174374,Music,0.34494144,Groan,0.0069877757,Rapping,0.0066709397,Hip hop music,0.005410581
Qy6DeQnCHuU,"['Horse', 'Clip-clop', 'Animal']",Animal,0.9554456,"Livestock, farm animals, working animals",0.88322705,Horse,0.8001795,Clip-clop,0.71872836,Pig,0.023650628
ER1c1h89GjA,"['Horse', 'Neigh, whinny', 'Clip-clop', 'Speech', 'Animal']",Speech,0.50347465,Animal,0.15970895,"Livestock, farm animals, working animals",0.09613594,"Domestic animals, pets",0.08167777,Goat,0.07806774
CMKnSInoA7I,"['Horse', 'Clip-clop', 'Speech', 'Animal']","Outside, rural or natural",0.16461399,Animal,0.13113974,Wood,0.06751689,Fireworks,0.060507428,Chop,0.05721075
IlrFGNeZQdo,"['Horse', 'Music', 'Speech']",Speech,0.40174374,Music,0.34494144,Groan,0.0069877757,Rapping,0.0066709397,Hip hop music,0.005410581
9BIA1d9MOlA,"['Horse', 'Clip-clop', 'Animal']",Vehicle,0.4294766,"Boat, Water vehicle",0.17351577,Motorcycle,0.13094829,"Rowboat, canoe, kayak",0.09619928,"Motorboat, speedboat",0.060435742
Z1EBPMbaV7w,"['Horse', 'Animal']",Clip-clop,0.3270687,"Walk, footsteps",0.28991833,Horse,0.2851945,Run,0.27944425,Animal,0.21619587
KBXO0J_n1Mc,"['Horse', 'Animal']",Vehicle,0.37684166,Clip-clop,0.24034655,Horse,0.20099643,Bicycle,0.12696145,Motor vehicle (road),0.10441637
3GbIhQLCH9I,"['Horse', 'Music', 'Neigh, whinny', 'Speech', 'Animal']",Speech,0.2287492,Music,0.14537893,Animal,0.12503982,"Neigh, whinny",0.113744445,Horse,0.11150445
GafN7X_ifI0,"['Horse', 'Clip-clop', 'Speech', 'Animal']",Speech,0.32885048,Fire,0.09103344,Crackle,0.07363163,Tap,0.07090025,"Thump, thud",0.06683513
2b0eM8lWGCQ,"['Horse', 'Neigh, whinny', 'Clip-clop', 'Animal']","Neigh, whinny",0.33026016,Horse,0.32344228,"Livestock, farm animals, working animals",0.25726837,Animal,0.24553165,Clip-clop,0.13122472
Flusa6-SaDM,"['Horse', 'Clip-clop', 'Speech', 'Livestock, farm animals, working animals', 'Animal']",Speech,0.48548275,Animal,0.08026568,Vehicle,0.04533886,Clip-clop,0.041214075,Skateboard,0.038364522
dRXiRijSNOE,"['Bird', 'Horse', 'Environmental noise', 'Speech', 'Livestock, farm animals, working animals']",Pour,0.1821554,"Trickle, dribble",0.15396789,Liquid,0.13744123,Animal,0.12814257,Water,0.11433105
4UnUrylORBM,"['Horse', 'Neigh, whinny', 'Speech', 'Animal']",Silence,0.45210528,Speech,0.26173523,"Inside, small room",0.013393785,Animal,0.010387519,"Livestock, farm animals, working animals",0.005864746
M4wVyP9D5Qk,"['Horse', 'Music', 'Neigh, whinny', 'Clip-clop', 'Speech', 'Animal']",Speech,0.32520232,Music,0.18500797,Water,0.03877663,Animal,0.035223864,Rain,0.0331944
IlrFGNeZQdo,"['Horse', 'Music', 'Speech']",Speech,0.40174374,Music,0.34494144,Groan,0.0069877757,Rapping,0.0066709397,Hip hop music,0.005410581
Qy6DeQnCHuU,"['Horse', 'Clip-clop', 'Animal']",Animal,0.9554456,"Livestock, farm animals, working animals",0.88322705,Horse,0.8001795,Clip-clop,0.71872836,Pig,0.023650628
9BIA1d9MOlA,"['Horse', 'Clip-clop', 'Animal']",Vehicle,0.4294766,"Boat, Water vehicle",0.17351577,Motorcycle,0.13094829,"Rowboat, canoe, kayak",0.09619928,"Motorboat, speedboat",0.060435742
5mHtxFuikDs,"['Horse', 'Run', 'Clip-clop', 'Speech', 'Animal']",Door,0.081964836,Speech,0.081010215,Animal,0.079087645,Dog,0.07603451,"Domestic animals, pets",0.07598216
6zKhO6NCchE,"['Horse', 'Neigh, whinny', 'Clip-clop', 'Animal']","Outside, rural or natural",0.20336585,Animal,0.19794731,Horse,0.19343863,"Livestock, farm animals, working animals",0.1298326,Stream,0.113150164
HhUYxDk7_98,"['Horse', 'Clip-clop', 'Speech', 'Animal']",Speech,0.34883353,Vehicle,0.27350157,Clip-clop,0.08065826,Idling,0.06295452,Engine,0.06282877
BYCS5mUdVUg,"['Horse', 'Music', 'Middle Eastern music', 'Song', 'Animal']",Music,0.61717594,Animal,0.039618284,"Rodents, rats, mice",0.025205677,Wild animals,0.020388398,Mouse,0.015020007
3GbIhQLCH9I,"['Horse', 'Music', 'Neigh, whinny', 'Speech', 'Animal']",Speech,0.2287492,Music,0.14537893,Animal,0.12503982,"Neigh, whinny",0.113744445,Horse,0.11150445
2pikqXJeOAg,"['Horse', 'Clip-clop', 'Animal']",Clip-clop,0.1557661,Animal,0.14874853,Horse,0.12287189,"Livestock, farm animals, working animals",0.09228076,Fire,0.081632644
xaVyr2v9G2c,"['Horse', 'Neigh, whinny', 'Speech', 'Animal']",Animal,0.123580754,Vehicle,0.0639513,"Inside, small room",0.06357263,Rail transport,0.05946852,Train,0.05763315
ag4qUrpH9qo,"['Horse', 'Animal']",Music,0.087750494,Speech,0.07320397,"Splash, splatter",0.072685115,Run,0.06186967,Liquid,0.05273033
Mtkhv22SoZ8,"['Horse', 'Neigh, whinny', 'Animal']",Silence,0.31158212,"Livestock, farm animals, working animals",0.3077914,Animal,0.2909885,Horse,0.26589638,"Neigh, whinny",0.23674631
CRlC9US2Vgs,"['Horse', 'Music', 'Neigh, whinny', 'Clip-clop', 'Speech', 'Animal']",Music,0.84911424,Speech,0.060583662,"Livestock, farm animals, working animals",0.010496027,Animal,0.007747258,Hip hop music,0.0072217546
-gz_moHFwl4,"['Horse', 'Neigh, whinny', 'Clip-clop', 'Speech', 'Animal']",Speech,0.4619067,Animal,0.0954744,"Outside, rural or natural",0.07841946,Horse,0.051759653,Clip-clop,0.049391262
DegSrwcSF3k,"['Horse', 'Neigh, whinny', 'Clip-clop', 'Animal']",Animal,0.5010707,"Domestic animals, pets",0.2838717,Dog,0.2607505,Wild animals,0.15982053,Bird,0.10793637
M4wVyP9D5Qk,"['Horse', 'Music', 'Neigh, whinny', 'Clip-clop', 'Speech', 'Animal']",Speech,0.32520232,Music,0.18500797,Water,0.03877663,Animal,0.035223864,Rain,0.0331944
Z1EBPMbaV7w,"['Horse', 'Animal']",Clip-clop,0.3270687,"Walk, footsteps",0.28991833,Horse,0.2851945,Run,0.27944425,Animal,0.21619587
xaVyr2v9G2c,"['Horse', 'Neigh, whinny', 'Speech', 'Animal']",Animal,0.123580754,Vehicle,0.0639513,"Inside, small room",0.06357263,Rail transport,0.05946852,Train,0.05763315
OYWhhc1k8sI,"['Horse', 'Music', 'Animal']",Music,0.38677868,Flute,0.12924883,Clip-clop,0.11439749,Horse,0.10305475,Animal,0.09647912
2pikqXJeOAg,"['Horse', 'Clip-clop', 'Animal']",Clip-clop,0.1557661,Animal,0.14874853,Horse,0.12287189,"Livestock, farm animals, working animals",0.09228076,Fire,0.081632644
LJbM0DMRM4Q,"['Horse', 'Clip-clop', 'Speech', 'Animal']",Speech,0.1801559,Wheeze,0.1078816,Chop,0.09846037,Breathing,0.09749146,Animal,0.09535139
2XK3vXa-wgw,"['Horse', 'Music', 'Clip-clop', 'Animal']",Music,0.67528886,Vehicle,0.1238818,Bicycle,0.0535461,"Boat, Water vehicle",0.04540048,"Motorboat, speedboat",0.027433297
DegSrwcSF3k,"['Horse', 'Neigh, whinny', 'Clip-clop', 'Animal']",Animal,0.5010707,"Domestic animals, pets",0.2838717,Dog,0.2607505,Wild animals,0.15982053,Bird,0.10793637
HIDb-C5YRa4,"['Horse', 'Music', 'Cheering', 'Speech']",Music,0.1594045,Speech,0.068301775,Crowd,0.04365421,Cheering,0.033599257,"Inside, large room or hall",0.032845907
OYWhhc1k8sI,"['Horse', 'Music', 'Animal']",Music,0.38677868,Flute,0.12924883,Clip-clop,0.11439749,Horse,0.10305475,Animal,0.09647912
