video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
7MXamVgKszI,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']","Domestic animals, pets",0.42076263,Cat,0.41460642,Animal,0.40588084,Meow,0.33630437,Caterwaul,0.16939582
2gvw16YDwMA,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Roar,0.17144588,"Roaring cats (lions, tigers)",0.16335186,Sound effect,0.15837498,Sigh,0.1498608,Grunt,0.14736709
6dgTnGDYiZc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.22249036,Animal,0.16537343,"Domestic animals, pets",0.15611045,"Crying, sobbing",0.1279509,Dog,0.09671869
2yX9079mMB4,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Speech,0.4031393,Animal,0.3082307,Cat,0.2848093,"Domestic animals, pets",0.25373816,Meow,0.20173617
sT0c3VFcq7g,"['Cat', 'Roar', 'Speech', 'Animal']",Animal,0.49933586,Cat,0.4838388,"Domestic animals, pets",0.47078672,Meow,0.37538713,Speech,0.27532068
qfClIKHj7wc,"['Cat', 'Music', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Music,0.8191559,Speech,0.41153964,Music for children,0.031132964,Singing,0.004149351,Background music,0.0026476274
2yX9079mMB4,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Speech,0.4031393,Animal,0.3082307,Cat,0.2848093,"Domestic animals, pets",0.25373816,Meow,0.20173617
sT0c3VFcq7g,"['Cat', 'Roar', 'Speech', 'Animal']",Animal,0.49933586,Cat,0.4838388,"Domestic animals, pets",0.47078672,Meow,0.37538713,Speech,0.27532068
8ws1ligErwo,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.66153526,Skateboard,0.059299,Vehicle,0.03629982,"Outside, urban or manmade",0.023799732,"Splash, splatter",0.019714896
6dgTnGDYiZc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.22249036,Animal,0.16537343,"Domestic animals, pets",0.15611045,"Crying, sobbing",0.1279509,Dog,0.09671869
8ws1ligErwo,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.66153526,Skateboard,0.059299,Vehicle,0.03629982,"Outside, urban or manmade",0.023799732,"Splash, splatter",0.019714896
2gvw16YDwMA,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Roar,0.17144588,"Roaring cats (lions, tigers)",0.16335186,Sound effect,0.15837498,Sigh,0.1498608,Grunt,0.14736709
BLlnu2Tyqu0,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Printer,0.07786955,Speech,0.077579916,Television,0.07498039,"Inside, small room",0.07109026,White noise,0.051595666
qfClIKHj7wc,"['Cat', 'Music', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Music,0.8191559,Speech,0.41153964,Music for children,0.031132964,Singing,0.004149351,Background music,0.0026476274
UfMr4FFsS28,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.2730189,"Domestic animals, pets",0.2373046,Dog,0.15438977,Breathing,0.07908792,Music,0.066537865
wK3BpK1-Apw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.40655905,Animal,0.1551638,Frog,0.09202345,Wild animals,0.08336778,"Domestic animals, pets",0.07322054
446etGsnI_E,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.24950251,"Crying, sobbing",0.22933309,"Baby cry, infant cry",0.19971116,Animal,0.19486539,Cat,0.15567783
2REf8hLLYMw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.47113618,Animal,0.13338551,Cat,0.12762569,"Domestic animals, pets",0.123387374,Meow,0.082923114
8ws1ligErwo,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.66153526,Skateboard,0.059299,Vehicle,0.03629982,"Outside, urban or manmade",0.023799732,"Splash, splatter",0.019714896
8xoenlVVBZw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Animal,0.5385666,Cat,0.3318208,"Domestic animals, pets",0.30033442,Crow,0.22455427,Meow,0.22198494
j4QXK7I4kfk,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.6026753,"Domestic animals, pets",0.5029584,Dog,0.15924154,Cat,0.14246926,"Inside, small room",0.07578279
2gvw16YDwMA,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Roar,0.17144588,"Roaring cats (lions, tigers)",0.16335186,Sound effect,0.15837498,Sigh,0.1498608,Grunt,0.14736709
BLlnu2Tyqu0,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Printer,0.07786955,Speech,0.077579916,Television,0.07498039,"Inside, small room",0.07109026,White noise,0.051595666
mH0qxsxLypw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Inside, small room']",Animal,0.8124075,"Domestic animals, pets",0.8005581,Cat,0.75931937,Meow,0.53907377,Vehicle,0.02419332
fjiv34te9vc,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.6080905,Cat,0.5466825,"Domestic animals, pets",0.5159453,Meow,0.37590465,Silence,0.092540264
OV8eysG8KEk,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Animal,0.3055655,"Domestic animals, pets",0.22677979,Speech,0.20643398,Cat,0.16468698,Meow,0.07563166
sT0c3VFcq7g,"['Cat', 'Roar', 'Speech', 'Animal']",Animal,0.49933586,Cat,0.4838388,"Domestic animals, pets",0.47078672,Meow,0.37538713,Speech,0.27532068
-zCtwbk005g,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul']",Animal,0.53412956,"Domestic animals, pets",0.32598662,Dog,0.21553437,"Livestock, farm animals, working animals",0.07723659,Cat,0.06588483
6dgTnGDYiZc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.22249036,Animal,0.16537343,"Domestic animals, pets",0.15611045,"Crying, sobbing",0.1279509,Dog,0.09671869
86p6UVFIcFI,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul']",Animal,0.6894714,"Domestic animals, pets",0.6714617,Cat,0.6072208,Meow,0.2771436,"Inside, small room",0.08691068
BLlnu2Tyqu0,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Printer,0.07786955,Speech,0.077579916,Television,0.07498039,"Inside, small room",0.07109026,White noise,0.051595666
qfClIKHj7wc,"['Cat', 'Music', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Music,0.8191559,Speech,0.41153964,Music for children,0.031132964,Singing,0.004149351,Background music,0.0026476274
CsqoaGRJhfM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.4976492,Fowl,0.19747713,"Livestock, farm animals, working animals",0.18869588,"Chicken, rooster",0.17917463,Animal,0.17843342
3V-q5MJSzAk,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4629159,"Inside, small room",0.11737676,Animal,0.06401576,"Domestic animals, pets",0.037031986,"Inside, large room or hall",0.03087393
srwaCnoVr2o,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.7795617,Fowl,0.74033326,"Livestock, farm animals, working animals",0.7401406,"Chicken, rooster",0.729055,"Crowing, cock-a-doodle-doo",0.70195544
9pfZ4sXXsE4,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Music,0.47395644,Animal,0.31834736,"Chicken, rooster",0.3047678,"Livestock, farm animals, working animals",0.3028388,Fowl,0.30071425
qajtIAig54w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.39899772,Speech,0.32948044,Fowl,0.31148002,"Chicken, rooster",0.29674518,"Livestock, farm animals, working animals",0.28979146
iramP9ihj_w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.57463837,"Livestock, farm animals, working animals",0.4305219,Fowl,0.40769896,"Chicken, rooster",0.38952446,Bird,0.2538354
awQP-69K3rY,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.7383314,"Livestock, farm animals, working animals",0.5853762,"Chicken, rooster",0.56993616,Fowl,0.56327456,"Crowing, cock-a-doodle-doo",0.33642277
9db_3io8-fE,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.62807274,"Livestock, farm animals, working animals",0.49277267,Fowl,0.48235455,"Chicken, rooster",0.39800996,"Crowing, cock-a-doodle-doo",0.35679004
GkStiQ3hR5g,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5065118,"Livestock, farm animals, working animals",0.29705033,Fowl,0.24979833,"Chicken, rooster",0.21366572,Wild animals,0.16650376
9db_3io8-fE,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.62807274,"Livestock, farm animals, working animals",0.49277267,Fowl,0.48235455,"Chicken, rooster",0.39800996,"Crowing, cock-a-doodle-doo",0.35679004
h6HkOxlVt5c,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.5925654,"Livestock, farm animals, working animals",0.49658328,Fowl,0.36378086,"Chicken, rooster",0.32153112,Bird,0.16643322
samyE_r0sXs,"['Fowl', 'Honk', 'Cluck', 'Chicken, rooster', 'Goose']",Animal,0.6549917,"Domestic animals, pets",0.3686869,Dog,0.36152285,"Livestock, farm animals, working animals",0.23483741,Fowl,0.21140492
K3Q8Gi6oPIg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.60030955,Animal,0.06911705,"Livestock, farm animals, working animals",0.06325175,Fowl,0.061420433,"Chicken, rooster",0.05737135
YlI9xWmyMzg,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.27100092,Animal,0.23472114,"Livestock, farm animals, working animals",0.23258491,Fowl,0.21705928,"Chicken, rooster",0.21299776
ECVzhzOC5Q0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.7204723,Music,0.065238014,"Livestock, farm animals, working animals",0.020570263,Police car (siren),0.013522504,Animal,0.012048511
eUZdeewHwhw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.66585624,Animal,0.17514308,"Livestock, farm animals, working animals",0.14724801,Fowl,0.1423013,"Chicken, rooster",0.13931231
G-tO6Sqyiu4,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.86013114,"Livestock, farm animals, working animals",0.7955934,Fowl,0.7532169,"Chicken, rooster",0.73823756,Cluck,0.47597352
IyL7GafTLfY,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8676319,"Livestock, farm animals, working animals",0.5546471,Fowl,0.53795016,"Chicken, rooster",0.4229611,Wild animals,0.33583173
UUjPZPtqG5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.47385398,"Livestock, farm animals, working animals",0.34979624,Fowl,0.3343872,Silence,0.32467255,"Chicken, rooster",0.3090055
3EE5WKQMBek,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Speech,0.84938776,Laughter,0.03097339,"Inside, small room",0.02310664,Screaming,0.019394387,Snicker,0.015209345
3V-q5MJSzAk,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4629159,"Inside, small room",0.11737676,Animal,0.06401576,"Domestic animals, pets",0.037031986,"Inside, large room or hall",0.03087393
CScQCxNACyc,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.3231197,"Livestock, farm animals, working animals",0.22281094,Fowl,0.20624919,Speech,0.12936898,Duck,0.09912423
qajtIAig54w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.39899772,Speech,0.32948044,Fowl,0.31148002,"Chicken, rooster",0.29674518,"Livestock, farm animals, working animals",0.28979146
iramP9ihj_w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.57463837,"Livestock, farm animals, working animals",0.4305219,Fowl,0.40769896,"Chicken, rooster",0.38952446,Bird,0.2538354
ITYq5xoDGK0,"['Fowl', 'Cluck', 'Chicken, rooster']",Music,0.8507307,House music,0.15382564,Electronic music,0.12949724,Dance music,0.05790495,Disco,0.051043432
WF0CiXcsi5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8742506,Wild animals,0.4838213,"Livestock, farm animals, working animals",0.48254427,Bird,0.4772849,Fowl,0.45117968
CX-gGuT3iEs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9441131,"Livestock, farm animals, working animals",0.89002573,Fowl,0.8813282,"Chicken, rooster",0.8532609,"Crowing, cock-a-doodle-doo",0.64421815
qajtIAig54w,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.39899772,Speech,0.32948044,Fowl,0.31148002,"Chicken, rooster",0.29674518,"Livestock, farm animals, working animals",0.28979146
awQP-69K3rY,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.7383314,"Livestock, farm animals, working animals",0.5853762,"Chicken, rooster",0.56993616,Fowl,0.56327456,"Crowing, cock-a-doodle-doo",0.33642277
Fzs-OIw-Atw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.41986585,Animal,0.24851096,"Livestock, farm animals, working animals",0.19463344,Fowl,0.18944697,"Chicken, rooster",0.18537505
CsqoaGRJhfM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.4976492,Fowl,0.19747713,"Livestock, farm animals, working animals",0.18869588,"Chicken, rooster",0.17917463,Animal,0.17843342
DkJ6OScQshI,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8494322,"Livestock, farm animals, working animals",0.6619024,Fowl,0.64094126,"Chicken, rooster",0.57590556,Bird,0.33847457
-JJmkQYZA-4,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Silence,0.65005744,Animal,0.23513933,"Livestock, farm animals, working animals",0.20243065,Fowl,0.197077,"Chicken, rooster",0.17668462
68hapDEQEj0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4503595,Animal,0.23325133,"Livestock, farm animals, working animals",0.15121178,Fowl,0.14780481,"Chicken, rooster",0.12511918
X_H5Po34RuQ,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.91748095,"Livestock, farm animals, working animals",0.81837684,Fowl,0.76082385,"Chicken, rooster",0.69483876,Cluck,0.5052872
UZNwO2n6dCM,"['Chicken, rooster', 'Speech', 'Animal', 'Gush']",Animal,0.28702894,Water,0.254596,"Livestock, farm animals, working animals",0.22347221,Fowl,0.21647704,"Chicken, rooster",0.20380385
68hapDEQEj0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4503595,Animal,0.23325133,"Livestock, farm animals, working animals",0.15121178,Fowl,0.14780481,"Chicken, rooster",0.12511918
9wMeb3Q-IiQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.45070362,"Outside, rural or natural",0.15059903,Bird,0.14672415,"Livestock, farm animals, working animals",0.14535098,Wild animals,0.14411214
h6HkOxlVt5c,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.5925654,"Livestock, farm animals, working animals",0.49658328,Fowl,0.36378086,"Chicken, rooster",0.32153112,Bird,0.16643322
A58nnmnhfUo,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Fowl,0.2646452,"Livestock, farm animals, working animals",0.25083482,"Chicken, rooster",0.24754792,Animal,0.24643974,"Crowing, cock-a-doodle-doo",0.21632583
muxjFOPvR1I,"['Fowl', 'Water tap, faucet', 'Bathtub (filling or washing)', 'Cluck', 'Water', 'Chicken, rooster']",Water,0.52752596,Liquid,0.34071755,"Water tap, faucet",0.3325605,Fill (with liquid),0.23203143,Pour,0.19130784
