video_id,labels,top1,top1_rate,top2,top2_rate,top3,top3_rate,top4,top4_rate,top5,top5_rate
aNkOcOCm32s,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.5213267,Howl,0.48885146,"Domestic animals, pets",0.4743918,Dog,0.45496696,"Canidae, dogs, wolves",0.3069055
bltHehYBdy8,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Alarm,0.21604724,Siren,0.21366897,"Crying, sobbing",0.15251124,Whimper,0.13100943,Police car (siren),0.122355774
WFJ96PH4rvo,"['Canidae, dogs, wolves', 'Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Dog,0.24436614,"Domestic animals, pets",0.23266539,Animal,0.22410388,Howl,0.18287794,"Inside, small room",0.16116351
ymuNh7Cwhrs,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Inside, small room']",Silence,0.34248355,Animal,0.22191796,"Domestic animals, pets",0.21297796,Dog,0.1754317,"Crying, sobbing",0.0839636
7AhpZQt1Ml0,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.57569236,"Domestic animals, pets",0.5588798,Dog,0.5269144,Bark,0.20918258,"Canidae, dogs, wolves",0.11788283
yhA_TTKetyM,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal', 'Whimper (dog)']",Animal,0.6644741,"Domestic animals, pets",0.620535,Dog,0.60248685,Howl,0.5467242,"Canidae, dogs, wolves",0.389232
IBGfcPIw-KY,"['Domestic animals, pets', 'Howl', 'Dog', 'Animal']",Animal,0.57518,"Domestic animals, pets",0.5712599,Dog,0.56703407,Bow-wow,0.23733965,Yip,0.2291396
LyIhmCTPLUc,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",White noise,0.12037678,"Inside, small room",0.10509453,Cat,0.10109316,"Domestic animals, pets",0.0814905,Animal,0.077352524
4isFtP23Sh0,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Animal,0.3194456,"Domestic animals, pets",0.3147178,Cat,0.24147317,Meow,0.16432478,Alarm,0.1491364
8ws1ligErwo,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.66153526,Skateboard,0.059299,Vehicle,0.03629982,"Outside, urban or manmade",0.023799732,"Splash, splatter",0.019714896
XZhLMTOmM9w,"['Cat', 'Domestic animals, pets', 'Meow', 'Vehicle', 'Traffic noise, roadway noise', 'Animal']",Cat,0.273095,"Domestic animals, pets",0.23035379,Animal,0.22479871,Meow,0.22148104,Vehicle,0.14757562
fjiv34te9vc,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.6080905,Cat,0.5466825,"Domestic animals, pets",0.5159453,Meow,0.37590465,Silence,0.092540264
6UY-HKyolKk,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Music,0.34104717,Silence,0.14088523,Animal,0.076575585,"Domestic animals, pets",0.060952574,Cat,0.05928271
17WW_p1N7BQ,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.30295613,Animal,0.20742063,Cat,0.14755201,"Baby cry, infant cry",0.14506264,"Domestic animals, pets",0.14473765
6dgTnGDYiZc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.22249036,Animal,0.16537343,"Domestic animals, pets",0.15611045,"Crying, sobbing",0.1279509,Dog,0.09671869
-ZJqu_4zLMc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.34112826,Animal,0.2132984,Cat,0.13824014,"Domestic animals, pets",0.13302991,Insect,0.11344627
LHY9L1MjQvQ,"['Cat', 'Music', 'Domestic animals, pets', 'Meow', 'Speech']",Music,0.53897226,Speech,0.38608253,Music for children,0.019875553,"Jingle, tinkle",0.012105715,Ding,0.0068264203
wK3BpK1-Apw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.40655905,Animal,0.1551638,Frog,0.09202345,Wild animals,0.08336778,"Domestic animals, pets",0.07322054
-zCtwbk005g,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul']",Animal,0.53412956,"Domestic animals, pets",0.32598662,Dog,0.21553437,"Livestock, farm animals, working animals",0.07723659,Cat,0.06588483
sT0c3VFcq7g,"['Cat', 'Roar', 'Speech', 'Animal']",Animal,0.49933586,Cat,0.4838388,"Domestic animals, pets",0.47078672,Meow,0.37538713,Speech,0.27532068
mH0qxsxLypw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Inside, small room']",Animal,0.8124075,"Domestic animals, pets",0.8005581,Cat,0.75931937,Meow,0.53907377,Vehicle,0.02419332
wK3BpK1-Apw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.40655905,Animal,0.1551638,Frog,0.09202345,Wild animals,0.08336778,"Domestic animals, pets",0.07322054
17WW_p1N7BQ,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.30295613,Animal,0.20742063,Cat,0.14755201,"Baby cry, infant cry",0.14506264,"Domestic animals, pets",0.14473765
2eYaXTKSpMI,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Cat,0.25722837,"Domestic animals, pets",0.22810519,Animal,0.21858856,Speech,0.2119072,Meow,0.17451338
-ZJqu_4zLMc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.34112826,Animal,0.2132984,Cat,0.13824014,"Domestic animals, pets",0.13302991,Insect,0.11344627
3LtXT2KVI-c,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Silence,0.20265874,Animal,0.16783175,"Domestic animals, pets",0.13764484,Cat,0.12724234,Meow,0.08796674
2yX9079mMB4,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Speech,0.4031393,Animal,0.3082307,Cat,0.2848093,"Domestic animals, pets",0.25373816,Meow,0.20173617
gyhxCxzvIps,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.20707373,"Domestic animals, pets",0.12348671,"Inside, small room",0.11989243,Cat,0.102894545,Coin (dropping),0.10233704
2tXE7snh6Ak,"['Laughter', 'Cat', 'Domestic animals, pets', 'Meow', 'Snicker', 'Speech']",Speech,0.55214614,Laughter,0.05204625,"Inside, small room",0.04202172,"Child speech, kid speaking",0.033414166,Cat,0.019662926
6dgTnGDYiZc,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.22249036,Animal,0.16537343,"Domestic animals, pets",0.15611045,"Crying, sobbing",0.1279509,Dog,0.09671869
18HRNQyo9mg,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.48397058,Cat,0.13348727,Animal,0.12842673,"Domestic animals, pets",0.10935574,Meow,0.096125044
8JgqLELdUkY,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Animal,0.23179205,Cat,0.20425661,"Domestic animals, pets",0.2039564,Meow,0.14220889,"Inside, small room",0.123888925
wK3BpK1-Apw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.40655905,Animal,0.1551638,Frog,0.09202345,Wild animals,0.08336778,"Domestic animals, pets",0.07322054
_gQFB_Utuf0,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Vehicle,0.12664093,"Domestic animals, pets",0.09961974,Cat,0.098799504,Animal,0.097960636,Motor vehicle (road),0.06530088
18HRNQyo9mg,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.48397058,Cat,0.13348727,Animal,0.12842673,"Domestic animals, pets",0.10935574,Meow,0.096125044
39rXWSXGOyo,"['Cat', 'Purr', 'Domestic animals, pets', 'Meow', 'Animal']",Cat,0.8059808,Animal,0.7620339,"Domestic animals, pets",0.70372474,Purr,0.54309803,Meow,0.08578856
gyhxCxzvIps,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.20707373,"Domestic animals, pets",0.12348671,"Inside, small room",0.11989243,Cat,0.102894545,Coin (dropping),0.10233704
2eYaXTKSpMI,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Cat,0.25722837,"Domestic animals, pets",0.22810519,Animal,0.21858856,Speech,0.2119072,Meow,0.17451338
OV8eysG8KEk,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Animal,0.3055655,"Domestic animals, pets",0.22677979,Speech,0.20643398,Cat,0.16468698,Meow,0.07563166
LPvJFjsxMj8,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal', 'Inside, small room']",Cat,0.3985733,"Domestic animals, pets",0.35655412,Animal,0.34825885,Meow,0.28234476,Caterwaul,0.1293997
3LtXT2KVI-c,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Silence,0.20265874,Animal,0.16783175,"Domestic animals, pets",0.13764484,Cat,0.12724234,Meow,0.08796674
YlLqWCeiVPw,"['Cat', 'Meow', 'Caterwaul']",Silence,0.63425314,Cat,0.10135132,"Domestic animals, pets",0.09358005,Animal,0.08756263,"Inside, small room",0.08626056
8JgqLELdUkY,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Animal,0.23179205,Cat,0.20425661,"Domestic animals, pets",0.2039564,Meow,0.14220889,"Inside, small room",0.123888925
-gSfPQqi6nI,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Animal,0.27009764,"Domestic animals, pets",0.26699603,Cat,0.15924633,"Inside, small room",0.13889404,Dog,0.071820006
CQGQV-JxPoI,"['Cat', 'Domestic animals, pets', 'Meow', 'Speech', 'Animal']",Speech,0.30464494,Animal,0.24165925,Cat,0.24031532,"Domestic animals, pets",0.23236707,Meow,0.18709594
jF73O9J4KEI,"['Cat', 'Music', 'Meow', 'Choir']",Music,0.5558989,Child singing,0.04805638,Vehicle,0.046420157,Musical instrument,0.04394118,Cat,0.03582164
XZhLMTOmM9w,"['Cat', 'Domestic animals, pets', 'Meow', 'Vehicle', 'Traffic noise, roadway noise', 'Animal']",Cat,0.273095,"Domestic animals, pets",0.23035379,Animal,0.22479871,Meow,0.22148104,Vehicle,0.14757562
8xoenlVVBZw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Animal,0.5385666,Cat,0.3318208,"Domestic animals, pets",0.30033442,Crow,0.22455427,Meow,0.22198494
UfMr4FFsS28,"['Cat', 'Domestic animals, pets', 'Meow', 'Animal']",Animal,0.2730189,"Domestic animals, pets",0.2373046,Dog,0.15438977,Breathing,0.07908792,Music,0.066537865
8JgqLELdUkY,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Animal,0.23179205,Cat,0.20425661,"Domestic animals, pets",0.2039564,Meow,0.14220889,"Inside, small room",0.123888925
8JgqLELdUkY,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Animal']",Animal,0.23179205,Cat,0.20425661,"Domestic animals, pets",0.2039564,Meow,0.14220889,"Inside, small room",0.123888925
2REf8hLLYMw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Speech,0.47113618,Animal,0.13338551,Cat,0.12762569,"Domestic animals, pets",0.123387374,Meow,0.082923114
46t-4NFQ9_w,"['Cat', 'Music', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Animal,0.40598446,"Domestic animals, pets",0.2921818,Cat,0.18892239,Speech,0.17925373,"Livestock, farm animals, working animals",0.08334312
LHY9L1MjQvQ,"['Cat', 'Music', 'Domestic animals, pets', 'Meow', 'Speech']",Music,0.53897226,Speech,0.38608253,Music for children,0.019875553,"Jingle, tinkle",0.012105715,Ding,0.0068264203
8xoenlVVBZw,"['Cat', 'Domestic animals, pets', 'Meow', 'Caterwaul', 'Speech', 'Animal']",Animal,0.5385666,Cat,0.3318208,"Domestic animals, pets",0.30033442,Crow,0.22455427,Meow,0.22198494
ITYq5xoDGK0,"['Fowl', 'Cluck', 'Chicken, rooster']",Music,0.8507307,House music,0.15382564,Electronic music,0.12949724,Dance music,0.05790495,Disco,0.051043432
6Y5Ad3Mg068,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.34641838,Bird,0.2973414,Wild animals,0.2830368,"Bird vocalization, bird call, bird song",0.2634786,"Chirp, tweet",0.23125575
UqMeR5Erq8I,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.38875562,Music,0.38778433,"Livestock, farm animals, working animals",0.38268268,"Chicken, rooster",0.3676196,Fowl,0.36736473
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
srwaCnoVr2o,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.7795617,Fowl,0.74033326,"Livestock, farm animals, working animals",0.7401406,"Chicken, rooster",0.729055,"Crowing, cock-a-doodle-doo",0.70195544
A58nnmnhfUo,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Fowl,0.2646452,"Livestock, farm animals, working animals",0.25083482,"Chicken, rooster",0.24754792,Animal,0.24643974,"Crowing, cock-a-doodle-doo",0.21632583
Fzs-OIw-Atw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.41986585,Animal,0.24851096,"Livestock, farm animals, working animals",0.19463344,Fowl,0.18944697,"Chicken, rooster",0.18537505
UqMeR5Erq8I,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.38875562,Music,0.38778433,"Livestock, farm animals, working animals",0.38268268,"Chicken, rooster",0.3676196,Fowl,0.36736473
46zbt7TQHRs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5069335,"Livestock, farm animals, working animals",0.4354334,Fowl,0.4121892,"Chicken, rooster",0.40409726,Silence,0.24639003
eUZdeewHwhw,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.66585624,Animal,0.17514308,"Livestock, farm animals, working animals",0.14724801,Fowl,0.1423013,"Chicken, rooster",0.13931231
jLtZk7lKmjk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.27899584,"Livestock, farm animals, working animals",0.19005235,Fowl,0.17856799,"Chicken, rooster",0.17068958,Wild animals,0.10890418
OwmzDT56VAU,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.30034208,Fowl,0.24597485,"Chicken, rooster",0.245104,"Livestock, farm animals, working animals",0.24357739,"Crowing, cock-a-doodle-doo",0.14611506
rA9Ood3-peg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Sound effect']",Silence,0.34639654,Animal,0.25299653,"Livestock, farm animals, working animals",0.2401518,Fowl,0.23602882,"Chicken, rooster",0.23439662
14XML4NbS38,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.3535083,Animal,0.1808125,"Livestock, farm animals, working animals",0.15169711,Fowl,0.1455017,"Chicken, rooster",0.14125666
6Y5Ad3Mg068,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.34641838,Bird,0.2973414,Wild animals,0.2830368,"Bird vocalization, bird call, bird song",0.2634786,"Chirp, tweet",0.23125575
-JJmkQYZA-4,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Silence,0.65005744,Animal,0.23513933,"Livestock, farm animals, working animals",0.20243065,Fowl,0.197077,"Chicken, rooster",0.17668462
7l_TPfOhh5c,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']","Chicken, rooster",0.6307901,"Livestock, farm animals, working animals",0.6282722,Animal,0.62727463,Fowl,0.6265197,"Crowing, cock-a-doodle-doo",0.39435655
LEJyA_IDpxg,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.57436764,"Livestock, farm animals, working animals",0.43491983,Fowl,0.42611656,"Chicken, rooster",0.4246568,"Crowing, cock-a-doodle-doo",0.3305961
aU8dxXh2yqk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Silence,0.47558555,Animal,0.36809456,Wild animals,0.22927551,Bird,0.21302886,"Livestock, farm animals, working animals",0.15441024
f5RrGFBbbSY,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.54908216,Animal,0.12868397,"Livestock, farm animals, working animals",0.12669182,Fowl,0.11074529,"Chicken, rooster",0.09275993
samyE_r0sXs,"['Fowl', 'Honk', 'Cluck', 'Chicken, rooster', 'Goose']",Animal,0.6549917,"Domestic animals, pets",0.3686869,Dog,0.36152285,"Livestock, farm animals, working animals",0.23483741,Fowl,0.21140492
UUjPZPtqG5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.47385398,"Livestock, farm animals, working animals",0.34979624,Fowl,0.3343872,Silence,0.32467255,"Chicken, rooster",0.3090055
IyL7GafTLfY,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8676319,"Livestock, farm animals, working animals",0.5546471,Fowl,0.53795016,"Chicken, rooster",0.4229611,Wild animals,0.33583173
68hapDEQEj0,"['Fowl', 'Cluck', 'Chicken, rooster']",Speech,0.4503595,Animal,0.23325133,"Livestock, farm animals, working animals",0.15121178,Fowl,0.14780481,"Chicken, rooster",0.12511918
_WJFzZwYgoQ,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.5693419,"Domestic animals, pets",0.4272682,Dog,0.4088308,Silence,0.34186786,Bark,0.21353078
brpJxppIbDI,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8331827,"Livestock, farm animals, working animals",0.8023771,Fowl,0.7810694,"Chicken, rooster",0.77490985,Cluck,0.3741034
CsqoaGRJhfM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Speech,0.4976492,Fowl,0.19747713,"Livestock, farm animals, working animals",0.18869588,"Chicken, rooster",0.17917463,Animal,0.17843342
CU72qSlceqM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9079623,"Livestock, farm animals, working animals",0.80105764,Fowl,0.78420967,"Chicken, rooster",0.76229656,Cluck,0.36417457
WF0CiXcsi5k,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8742506,Wild animals,0.4838213,"Livestock, farm animals, working animals",0.48254427,Bird,0.4772849,Fowl,0.45117968
CU72qSlceqM,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9079623,"Livestock, farm animals, working animals",0.80105764,Fowl,0.78420967,"Chicken, rooster",0.76229656,Cluck,0.36417457
brpJxppIbDI,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8331827,"Livestock, farm animals, working animals",0.8023771,Fowl,0.7810694,"Chicken, rooster",0.77490985,Cluck,0.3741034
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
CX-gGuT3iEs,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.9441131,"Livestock, farm animals, working animals",0.89002573,Fowl,0.8813282,"Chicken, rooster",0.8532609,"Crowing, cock-a-doodle-doo",0.64421815
7l_TPfOhh5c,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster', 'Livestock, farm animals, working animals']","Chicken, rooster",0.6307901,"Livestock, farm animals, working animals",0.6282722,Animal,0.62727463,Fowl,0.6265197,"Crowing, cock-a-doodle-doo",0.39435655
4jDqaqqvLVQ,"['Turkey', 'Fowl', 'Crowing, cock-a-doodle-doo', 'Gobble', 'Chicken, rooster']",Speech,0.17555954,Animal,0.11318686,"Livestock, farm animals, working animals",0.09980239,"Outside, rural or natural",0.08042517,Fowl,0.06062116
K3CenN7d30Y,"['Fowl', 'Wind', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Wind noise (microphone)']",Animal,0.7326996,"Livestock, farm animals, working animals",0.57017165,Fowl,0.5601703,"Chicken, rooster",0.54430294,"Crowing, cock-a-doodle-doo",0.454458
7EgbS-lbHWY,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.8203383,"Livestock, farm animals, working animals",0.73776865,Fowl,0.6738971,"Chicken, rooster",0.6340818,Cluck,0.33049375
muxjFOPvR1I,"['Fowl', 'Water tap, faucet', 'Bathtub (filling or washing)', 'Cluck', 'Water', 'Chicken, rooster']",Water,0.52752596,Liquid,0.34071755,"Water tap, faucet",0.3325605,Fill (with liquid),0.23203143,Pour,0.19130784
X_H5Po34RuQ,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.91748095,"Livestock, farm animals, working animals",0.81837684,Fowl,0.76082385,"Chicken, rooster",0.69483876,Cluck,0.5052872
67GZuUxV27w,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster', 'Livestock, farm animals, working animals']",Animal,0.77536684,"Livestock, farm animals, working animals",0.45567083,Fowl,0.44489455,"Chicken, rooster",0.44176722,Bird,0.38141268
OwmzDT56VAU,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.30034208,Fowl,0.24597485,"Chicken, rooster",0.245104,"Livestock, farm animals, working animals",0.24357739,"Crowing, cock-a-doodle-doo",0.14611506
G-tO6Sqyiu4,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.86013114,"Livestock, farm animals, working animals",0.7955934,Fowl,0.7532169,"Chicken, rooster",0.73823756,Cluck,0.47597352
jLtZk7lKmjk,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.27899584,"Livestock, farm animals, working animals",0.19005235,Fowl,0.17856799,"Chicken, rooster",0.17068958,Wild animals,0.10890418
h6HkOxlVt5c,"['Fowl', 'Cluck', 'Chicken, rooster']",Animal,0.5925654,"Livestock, farm animals, working animals",0.49658328,Fowl,0.36378086,"Chicken, rooster",0.32153112,Bird,0.16643322
brpJxppIbDI,"['Fowl', 'Crowing, cock-a-doodle-doo', 'Cluck', 'Chicken, rooster']",Animal,0.8331827,"Livestock, farm animals, working animals",0.8023771,Fowl,0.7810694,"Chicken, rooster",0.77490985,Cluck,0.3741034
9db_3io8-fE,"['Bird', 'Bird vocalization, bird call, bird song', 'Fowl', 'Chirp, tweet', 'Crowing, cock-a-doodle-doo', 'Chicken, rooster']",Animal,0.62807274,"Livestock, farm animals, working animals",0.49277267,Fowl,0.48235455,"Chicken, rooster",0.39800996,"Crowing, cock-a-doodle-doo",0.35679004
